Age,Gender,Income,Credit Score,Loan Amount,Years at Current Job,Debt-to-Income Ratio,Assets Value,Number of Dependents,Risk Rating
32,Male,32122,740,34367,5,0.360329742,38659,3,Low
61,Male,99322,658,35238,18,0.484960027,94344,3,Low
41,Male,33049,618,,7,0.498488285,,,Low
35,Non-binary,50743,633,27997,8,0.282021473,54422,4,Medium
19,Female,37400,715,37839,19,0.553079044,94113,0,Low
48,Non-binary,111685,672,6839,8,0.254005123,242916,0,Low
57,Male,114817,620,36310,2,0.253159508,281540,2,Low
21,Non-binary,22002,,10074,0,0.570429101,100941,1,Medium
57,Male,33499,,23406,8,0.550304912,226833,1,High
53,Male,,616,,19,0.306600729,,,High
18,Male,94460,764,17838,18,0.381589324,154966,1,Low
21,Male,78817,772,33330,4,0.577116784,186453,3,Low
57,Male,90288,,10697,10,0.338111926,34921,0,Medium
55,Non-binary,78824,768,5798,7,0.565798437,279670,4,Medium
69,Non-binary,39579,602,49354,6,0.266490951,,,High
21,Non-binary,40872,676,5605,2,0.386006219,279259,,Medium
19,Male,,738,39074,18,0.540951665,237923,4,Medium
33,Non-binary,48087,758,25937,17,0.296149131,181209,0,Medium
61,Male,20183,677,46697,12,0.515427596,161299,0,Low
64,Non-binary,71222,614,10596,8,0.122746598,183496,,Low
58,Male,76141,774,,10,0.273180618,169141,3,Low
64,Non-binary,86558,768,48390,16,0.482779731,288125,1,Low
24,Female,37676,692,47773,6,0.254101165,288920,4,Low
27,Female,105825,660,40511,9,0.181218475,27349,0,Low
26,Male,48688,778,29232,3,0.489742118,291459,0,Low
28,Non-binary,97937,,41637,3,0.313287026,207377,1,Low
63,Non-binary,34800,752,45888,14,0.418548841,48905,4,Medium
62,Male,95969,783,24423,1,0.567725332,231918,0,Medium
32,Female,118262,692,29535,1,0.204913106,212664,3,Low
55,Male,,763,47084,9,0.146599737,270054,0,Low
69,Female,89152,710,,7,0.266576592,165072,,High
69,Non-binary,105890,614,16876,0,0.51785881,,,Medium
24,Female,,618,47829,9,0.140715884,,3,Low
51,Non-binary,,781,49353,4,0.459379219,164075,3,Low
56,Male,59605,732,39633,3,0.481917746,133045,0,Low
36,Female,105203,,,14,0.349874094,46373,,Low
30,Female,,,,13,0.524199699,30494,3,Medium
65,Non-binary,50856,669,37656,8,0.411538109,,4,Low
23,Male,,610,45822,14,0.409406246,,4,Medium
47,Male,62348,612,,3,0.484863652,,1,Low
61,Male,58822,782,36173,7,0.219724526,141116,1,High
50,Non-binary,30296,654,22507,2,0.247467618,,1,Medium
35,Female,30683,749,45526,0,0.360290256,211240,1,Medium
59,Male,60517,609,34264,15,0.50054918,20377,,Medium
68,Female,80308,714,42891,9,0.484291792,288342,3,Low
66,Non-binary,81383,670,35689,1,0.376949802,280158,1,Medium
27,Non-binary,76153,663,9647,15,0.242833683,102991,0,High
67,Non-binary,48325,655,37477,5,0.133863164,,2,Medium
66,Female,117392,737,11577,4,0.383610046,207333,2,Low
30,Female,94418,695,49558,15,0.179903954,,2,Low
39,Male,86358,789,43360,18,0.266003518,26890,4,High
30,Male,92158,605,48933,5,0.38158811,214233,1,Low
46,Female,,617,48994,16,0.44745446,34445,0,Low
59,Female,27038,,37864,13,0.186118644,157868,,Low
35,Non-binary,119605,660,10984,16,0.542173132,,4,Low
36,Non-binary,117275,734,16357,0,0.136014953,,4,Low
55,Female,43652,631,37398,16,0.536027606,292807,2,Medium
50,Female,54307,706,38724,4,0.300988877,242926,2,Medium
41,Female,43795,694,9630,3,0.194287596,242752,0,Low
64,Non-binary,93410,727,16560,10,0.114085674,,3,Low
56,Non-binary,49022,,,14,0.504647014,69152,0,Low
28,Male,106850,624,,16,0.280383146,,4,Low
53,Male,99925,655,6093,5,0.341812487,26694,0,Medium
23,Female,102797,680,11520,19,0.259823936,200310,,Medium
54,Female,51335,616,,13,0.407885829,142771,1,Low
44,Non-binary,36375,730,9659,3,0.581087962,113216,3,Low
25,Male,,687,48251,6,0.188260977,88096,1,Low
69,Male,36277,751,10179,18,0.146715495,271658,1,Low
23,Male,50030,605,27264,11,0.268342513,,1,Low
19,Male,40545,611,12882,14,0.21500464,281363,2,Low
44,Female,103481,,8525,5,0.257544539,,4,Low
18,Male,56827,710,46215,3,0.158157825,158824,1,Medium
61,Female,29176,,7455,17,0.373836424,106083,2,Medium
24,Female,45545,749,6840,8,0.30881347,117156,1,High
63,Male,29835,685,49404,3,0.57208391,,3,Low
37,Non-binary,55939,772,24947,17,0.507871337,275882,,Low
60,Non-binary,56994,722,21401,10,0.197242088,101348,4,Medium
34,Female,,697,45410,16,0.586681026,72870,0,Low
54,Male,,647,18386,4,0.133659983,,4,Low
20,Female,113049,,,6,0.375343992,235174,2,Medium
38,Non-binary,44798,742,15836,15,0.300860446,22565,2,Low
66,Female,93269,669,,4,0.540179233,,3,Medium
33,Male,97798,,44959,15,0.268104506,134588,2,Low
22,Non-binary,48893,681,,18,0.15670683,34158,0,Low
46,Male,37752,601,26999,4,0.37087851,51828,4,Medium
21,Female,,783,44449,5,0.573192293,,,Low
45,Female,29461,736,,15,0.344417631,56398,1,Low
18,Male,96620,686,47372,7,0.335504114,102193,0,Low
22,Male,96749,666,13801,10,0.277218296,,2,Low
64,Non-binary,49846,717,23549,5,0.385431268,51725,2,Medium
27,Non-binary,25017,,,11,0.137438424,272038,,Medium
62,Non-binary,33157,764,43328,19,0.253706505,111543,1,High
46,Non-binary,,771,21031,7,0.305927253,277350,2,Low
25,Female,57976,,34147,0,0.152659445,215745,1,Medium
28,Female,,721,,16,0.230826544,223611,1,Low
22,Male,74020,632,40311,4,0.311797289,,1,Low
43,Non-binary,100541,691,18827,0,0.328771275,30318,1,Low
32,Non-binary,108287,749,,8,0.116604707,,1,Low
25,Female,34860,653,33557,4,0.254494702,297826,2,Low
68,Female,89741,689,18127,18,0.286218609,203540,3,Medium
66,Male,111586,735,42495,12,0.324773233,138156,1,Medium
37,Non-binary,60834,687,48283,5,0.488807751,48748,3,Medium
41,Non-binary,,711,23378,18,0.520792111,65036,0,Low
61,Female,97271,,,19,0.48836654,68750,1,High
40,Non-binary,32583,794,25038,2,0.490590075,79888,1,High
53,Male,57921,723,37583,16,0.346367337,42219,2,Low
26,Female,,669,27748,15,0.505444096,61330,1,Medium
29,Non-binary,,623,17438,3,0.259854483,259170,4,Medium
37,Non-binary,113829,723,,3,0.403637694,170556,3,Medium
43,Non-binary,83769,677,,14,0.493048822,167954,1,Low
65,Non-binary,90959,734,33379,6,0.568078741,,1,Low
21,Male,,625,18789,10,0.546725597,230213,,Medium
65,Female,119532,724,,7,0.209782085,21580,4,Medium
55,Non-binary,20972,,8065,16,0.154945607,256748,3,Medium
55,Female,,742,40453,5,0.514006857,102205,3,Low
45,Male,72032,783,25377,6,0.356696989,,4,Medium
23,Male,40319,705,17280,0,0.453228851,142690,3,Medium
34,Non-binary,50632,765,,17,0.409290338,204062,4,High
41,Non-binary,28417,788,20660,10,0.204915356,97524,4,Low
45,Male,99852,644,27081,1,0.308002131,138175,2,Low
38,Female,96023,643,33080,18,0.319652173,,2,Medium
56,Female,38227,643,34048,18,0.23597688,173876,4,Low
33,Non-binary,67796,732,31507,14,0.272620387,164407,4,Low
53,Male,78968,710,,2,0.306952358,,,Medium
43,Male,53926,673,,17,0.153172736,194023,,Low
59,Female,90605,725,15170,13,0.247602851,51584,2,Low
57,Male,,689,5941,0,0.143408856,236804,3,Low
69,Non-binary,68960,651,,2,0.174693851,178177,4,High
66,Male,90320,796,16556,17,0.557232505,95170,1,Low
61,Female,113786,623,7420,19,0.230189127,216378,0,Medium
34,Male,34718,672,22504,7,0.17234649,,1,Low
66,Non-binary,46173,629,41741,3,0.593142138,,3,Low
23,Non-binary,43466,782,9619,11,0.48979578,182822,4,Low
27,Non-binary,102542,708,36545,4,0.115668888,61345,,Low
44,Non-binary,45274,773,44332,14,0.210949284,,3,High
22,Female,111499,686,35434,13,0.304705049,187389,1,High
44,Non-binary,75578,721,26122,10,0.550758644,50286,1,Low
61,Non-binary,68875,700,15006,14,0.242262909,295485,2,Low
24,Non-binary,81671,,11384,13,0.548468092,182275,0,Medium
67,Female,99833,,21660,7,0.594529255,275952,1,Low
18,Female,56973,652,,16,0.246658732,,0,Low
21,Non-binary,,,,6,0.237598723,167092,2,Medium
47,Female,101751,672,47790,3,0.495525563,243208,,Low
60,Non-binary,102979,,32501,17,0.581562097,278571,0,Low
53,Female,28294,638,11446,13,0.514007554,249464,,Low
59,Non-binary,89669,667,,0,0.129177903,78705,0,Low
26,Female,27004,774,30241,15,0.181767915,124383,4,Medium
64,Male,,735,46340,7,0.385437716,286592,4,Low
21,Non-binary,70109,612,6735,16,0.130603195,243232,3,High
56,Female,106371,670,35762,0,0.335833114,,4,Low
43,Female,61341,693,,15,0.375191935,169601,4,Low
20,Non-binary,73619,776,13794,12,0.362048187,,1,Low
23,Female,95096,772,22811,1,0.153546817,77065,4,Low
56,Female,85057,679,35548,17,0.326644537,140260,0,High
27,Male,42844,778,8356,12,0.55352899,213600,,High
46,Non-binary,,734,37022,6,0.566287013,214242,0,Low
53,Male,78073,702,16467,5,0.190791262,84303,,Low
57,Male,,721,,7,0.578170891,229166,3,Medium
42,Male,63093,,,6,0.419074273,154325,4,High
52,Female,116102,686,,17,0.315123913,48208,1,Low
57,Male,38961,679,21041,10,0.331503838,,1,Medium
69,Female,94217,,7716,18,0.201054402,70470,3,Medium
30,Non-binary,119332,630,17468,17,0.464114496,140795,1,Medium
59,Male,30511,643,11574,2,0.16189538,48476,3,Low
45,Female,52308,642,20464,0,0.133926619,150368,2,Medium
51,Non-binary,22966,680,16220,4,0.588902962,272497,2,Low
33,Female,,,10889,6,0.57781678,209245,4,Medium
54,Non-binary,24454,700,,6,0.272561776,206548,,Low
67,Female,68330,741,18473,13,0.182683509,276021,2,Low
61,Non-binary,66779,758,12224,4,0.166936447,293439,4,High
40,Female,50785,675,14584,4,0.111106043,201731,0,High
67,Non-binary,117384,768,43310,14,0.230249555,193887,,High
21,Male,,717,18045,2,0.336113344,94833,1,Medium
50,Female,43950,630,6850,10,0.556381244,255166,,Medium
18,Male,108479,756,,1,0.199406073,155479,,Medium
33,Non-binary,106994,727,26924,16,0.461401876,294932,0,Low
62,Non-binary,81710,722,18018,16,0.228687564,21583,4,Low
30,Female,111005,731,34657,6,0.156844266,72186,2,Low
34,Female,110073,662,16416,10,0.169338169,111987,0,Low
50,Male,78051,,27463,3,0.446544934,286710,,Low
39,Non-binary,110197,642,13407,13,0.514386805,249792,0,Low
59,Male,110444,726,,6,0.496959593,,0,Low
49,Male,73625,,40628,7,0.277857282,194744,2,Medium
47,Non-binary,48892,623,42009,5,0.481389334,199557,1,Low
43,Female,95400,768,44512,19,0.1454004,125061,1,Low
46,Female,108271,604,29454,7,0.563960886,212570,0,Low
62,Male,102805,735,34741,15,0.592882189,132461,4,Low
44,Female,44136,793,,10,0.18227568,203769,2,Medium
67,Female,73276,717,44581,0,0.245910983,298985,1,Medium
53,Female,,,34580,5,0.43480148,96142,3,Medium
62,Female,45367,,49500,11,0.507975249,38681,0,Low
23,Non-binary,43107,652,47148,7,0.236961055,52635,3,Medium
62,Non-binary,50054,669,32562,14,0.398731253,260959,0,Medium
42,Male,37745,,22859,16,0.106142336,80013,4,Low
46,Non-binary,27089,720,35207,15,0.577377213,75245,3,Medium
27,Non-binary,54019,738,,4,0.320158038,130143,4,Low
26,Male,54407,,29001,14,0.329529426,,2,Medium
29,Male,87857,665,39679,12,0.441831161,231160,1,Low
45,Non-binary,24476,616,38874,1,0.386979295,210576,1,Medium
40,Female,,644,23180,1,0.27314247,74170,4,Low
19,Male,92855,615,46036,11,0.246012658,152805,2,Low
48,Male,56790,744,11069,12,0.103322448,91957,3,Low
53,Male,81877,691,32324,0,0.15481121,,,Low
56,Male,37878,,,14,0.383373174,113274,0,Medium
51,Non-binary,,630,20738,13,0.259367153,182356,2,Low
24,Non-binary,88595,765,49046,3,0.233088631,214936,0,Medium
67,Female,66576,651,28129,16,0.336273548,253493,0,High
18,Male,95876,797,21839,6,0.147536991,64401,1,Low
64,Non-binary,108762,724,21553,17,0.587845065,149028,3,High
29,Female,76422,,14701,18,0.336128042,,0,Low
39,Female,64273,777,46308,6,0.150295315,154005,2,Medium
59,Male,59950,796,,11,0.106250831,,2,Low
24,Non-binary,94714,779,12184,3,0.357802854,297324,2,Low
53,Non-binary,90043,643,25773,11,0.29983784,,2,Low
65,Non-binary,54593,628,49092,0,0.41557777,155171,2,Low
48,Male,116665,787,12157,3,0.445538131,21333,1,Low
48,Female,,691,27307,14,0.121820622,178877,4,Low
69,Non-binary,42487,640,17620,1,0.329723591,52473,0,Medium
49,Male,28301,661,48974,17,0.517500684,204270,4,Medium
51,Non-binary,90561,659,5141,7,0.152168792,33050,3,High
35,Non-binary,,606,42141,1,0.512939801,143365,3,Low
46,Male,,757,,15,0.297835707,241201,3,Medium
55,Non-binary,104192,741,38688,2,0.559545823,158706,4,Low
29,Female,,727,12009,10,0.200301049,107759,4,Medium
32,Female,78479,701,17549,15,0.128213466,269377,3,Low
59,Female,,659,17748,1,0.506210232,213258,1,Low
56,Male,65101,614,,17,0.369826733,120760,2,Low
39,Non-binary,58458,779,42648,4,0.293070744,195287,0,Medium
46,Non-binary,107242,613,10917,17,0.240309766,129237,3,Low
46,Non-binary,,749,14094,17,0.481995837,,,Low
25,Non-binary,,763,10963,10,0.158429127,56506,3,Low
66,Male,38423,790,8534,16,0.385555667,231882,2,Low
28,Non-binary,68001,690,23940,15,0.29210826,191836,4,High
65,Male,21195,753,,2,0.432256091,22528,3,Low
45,Male,110203,639,31269,17,0.2819374,237232,,Low
63,Male,66996,675,31457,1,0.127056973,,4,Low
37,Female,70559,744,40422,12,0.241869324,49173,4,Medium
31,Male,110680,782,37605,8,0.30257592,123105,3,Medium
67,Non-binary,58664,652,9748,8,0.407569619,281653,2,Low
39,Female,92076,,8454,13,0.223128676,49166,0,Medium
25,Male,92231,672,,2,0.506064044,180522,4,Low
29,Male,83211,754,49587,3,0.437862103,209931,4,Medium
65,Male,98314,625,27295,3,0.455985401,292546,3,High
65,Male,42887,677,27628,14,0.13517621,218768,,High
66,Non-binary,111544,748,22812,7,0.55140403,281631,3,Low
42,Male,113528,648,29365,18,0.452257264,,,Low
24,Non-binary,26421,688,,15,0.232940657,235915,3,Low
66,Female,33107,794,13463,16,0.212985165,24387,4,Low
34,Female,22703,665,31274,11,0.417962284,103999,0,High
59,Female,68120,657,34122,17,0.550016182,100167,1,Medium
28,Female,,,26313,5,0.395178294,143358,2,Low
41,Female,76251,,46890,19,0.471315065,172640,3,Low
55,Non-binary,,630,43060,10,0.29048368,201544,2,Low
42,Male,57462,,,11,0.505555684,,4,Low
52,Female,110179,749,42559,15,0.525626534,132745,2,High
52,Male,90599,,27319,14,0.468090608,176205,1,Low
32,Female,96230,671,48015,19,0.538377405,96225,,Medium
32,Non-binary,,639,38116,7,0.414080626,158540,1,High
28,Female,42030,665,15203,3,0.101513769,120645,4,Low
63,Male,97614,601,40182,17,0.470057371,240712,4,Medium
51,Male,104075,693,49212,10,0.297267127,45516,2,Low
53,Male,71885,,18657,9,0.324896472,111903,0,Medium
24,Female,115157,737,33707,2,0.287578231,281687,0,Medium
58,Male,49482,729,19101,9,0.399701221,261115,,Low
33,Male,91980,668,20234,19,0.247261083,182945,,Low
67,Male,31333,770,21238,15,0.12386906,101545,2,Medium
47,Female,29605,649,24539,1,0.432843017,,1,Low
29,Non-binary,67361,,,10,0.206683048,289761,4,Low
63,Male,33403,627,36664,2,0.206581809,24674,3,Medium
56,Non-binary,77751,683,42422,15,0.462628924,206056,0,Medium
36,Non-binary,35091,770,49689,3,0.317153918,,3,Medium
66,Female,,,21664,8,0.577642445,84324,4,Low
35,Non-binary,69190,,46942,1,0.4572276,250140,0,High
48,Female,,760,42889,6,0.18324047,154026,4,Medium
36,Male,112302,793,12611,9,0.360279078,228333,1,Low
49,Female,43039,671,,1,0.438732388,,3,Medium
59,Male,21316,682,13911,5,0.168292444,80096,4,Low
38,Male,90600,684,27579,18,0.378533718,76653,3,Medium
26,Male,81336,644,24553,12,0.408051121,239452,2,Low
32,Non-binary,,783,19968,12,0.234495424,221285,1,High
32,Female,94165,709,12136,10,0.477534127,170005,1,High
42,Male,,617,38085,16,0.195263507,,,Low
67,Female,38300,716,29966,5,0.18815423,264088,0,Low
31,Non-binary,81046,657,18011,17,0.387406102,79741,4,Medium
25,Non-binary,52151,740,,11,0.255499109,142648,4,Low
27,Male,,687,37065,12,0.109091139,222337,3,Low
18,Male,,777,29282,1,0.304154964,,3,Medium
46,Non-binary,34003,748,8990,17,0.528900546,,3,High
22,Non-binary,117677,687,49257,16,0.372955898,,2,Medium
22,Non-binary,42443,619,,11,0.448861567,292891,0,Low
29,Male,49114,,31798,1,0.333336967,42580,1,Low
29,Female,32697,727,45722,1,0.17658116,49951,,Medium
50,Female,48520,751,14121,16,0.569415915,214041,3,Low
19,Female,60540,748,,17,0.139843506,283623,4,Low
51,Male,21783,686,31157,13,0.226281878,22824,0,Low
26,Male,35076,616,33499,4,0.309894382,241425,0,Low
55,Male,64713,762,16304,11,0.526407919,244760,2,Low
41,Female,87501,674,,6,0.445721102,64751,1,Low
49,Non-binary,20189,631,39012,9,0.116654205,,2,Low
33,Non-binary,46110,666,17624,0,0.568873615,101322,4,Medium
20,Male,67659,605,,14,0.56905251,130908,3,High
59,Female,,740,,16,0.563729162,62442,1,Low
42,Female,56345,639,38065,5,0.487271589,163286,2,Low
36,Female,38535,684,14348,18,0.397689882,,,High
57,Female,110979,,39842,12,0.574544361,,2,Low
19,Non-binary,106687,712,,13,0.134314496,231256,2,Low
32,Non-binary,59713,,33823,12,0.425000688,228145,3,Medium
59,Female,41711,766,44543,1,0.382859589,291507,3,Low
67,Male,34959,,33374,6,0.209356684,142853,1,Medium
43,Non-binary,76982,773,13838,9,0.503690999,184426,0,Low
40,Female,,642,28915,17,0.482690117,275667,,Low
59,Male,76332,720,43813,3,0.249117186,180807,1,Low
43,Non-binary,70969,694,23008,14,0.189713053,71616,,Low
32,Non-binary,22985,,23270,12,0.580230561,289770,,Low
36,Non-binary,119449,711,13482,15,0.466426757,289477,0,Low
43,Non-binary,46547,654,,10,0.356267261,213920,0,Low
42,Female,55326,652,,6,0.234362743,51087,4,Low
29,Non-binary,53488,,27292,16,0.172359455,41857,,Medium
52,Male,48564,626,14969,3,0.278043394,227102,0,Medium
66,Female,66978,671,20590,4,0.172828802,159592,4,Low
40,Female,,660,23557,8,0.544079883,29615,0,Medium
47,Non-binary,49553,720,11103,9,0.292267959,214331,2,High
56,Female,50209,633,26556,4,0.267822373,299788,2,Low
26,Non-binary,58051,742,20180,5,0.225142404,170046,2,Low
37,Male,85206,617,18763,2,0.140244082,77080,3,Low
45,Male,108148,681,,6,0.183498546,,4,Low
53,Female,68402,751,37811,18,0.540084028,,4,Low
25,Female,33189,602,,15,0.368743444,23003,3,Low
29,Non-binary,61003,675,38875,19,0.41639054,94609,3,Low
55,Non-binary,30431,,39597,0,0.406352417,194446,4,Low
56,Non-binary,22882,708,19068,8,0.405214608,124941,2,Low
50,Female,,753,36842,9,0.550900338,43954,3,Medium
56,Non-binary,45489,,12368,19,0.208214348,95362,0,Low
21,Male,27965,625,,10,0.494460205,24933,4,High
53,Female,108940,768,47579,4,0.34282108,,,Low
46,Male,69119,,35767,16,0.554764984,193540,1,Medium
44,Male,49288,610,48269,2,0.117138962,,1,High
33,Female,,701,,6,0.461500477,180864,3,Low
52,Male,96593,656,46732,3,0.340954339,83728,0,Medium
34,Female,52602,637,,6,0.478750432,231939,,Low
47,Male,89180,676,25349,7,0.493316842,46714,,Low
24,Non-binary,,,41045,4,0.406213797,,2,Medium
30,Non-binary,62732,773,34210,6,0.228369525,257721,2,High
23,Non-binary,118972,626,43404,5,0.309380019,,2,Medium
40,Female,75041,758,25495,9,0.29575121,,,Medium
28,Non-binary,46809,691,27645,4,0.110419286,,4,Medium
18,Non-binary,30528,622,5576,17,0.466036796,30533,0,Low
67,Female,23756,,15556,13,0.557149449,201315,2,High
49,Female,71341,794,49107,12,0.175569163,41105,1,Low
49,Female,27045,611,47970,3,0.170588575,65751,2,High
57,Female,,617,41064,10,0.358176384,247174,2,High
68,Male,,690,21605,4,0.266048463,39891,1,Low
54,Female,21645,,6719,9,0.487953974,256497,1,Low
24,Female,71869,636,,14,0.457669115,23877,,Low
29,Male,95449,720,33414,17,0.406111251,160191,2,Medium
25,Non-binary,68437,739,20542,3,0.266841058,,3,Medium
24,Male,21949,642,36062,17,0.233166923,252969,4,Low
61,Male,56303,759,16433,11,0.135523679,290905,2,Low
68,Non-binary,,631,43229,15,0.381048805,160291,1,Medium
68,Male,,,10107,6,0.197857626,,,High
49,Male,106653,779,,11,0.448904836,121059,1,High
33,Non-binary,93916,678,37705,11,0.384722059,118122,4,Medium
35,Non-binary,112303,759,30699,11,0.119321556,141765,,Low
46,Non-binary,48875,713,40866,4,0.182277969,289942,0,High
41,Non-binary,94681,,36045,19,0.245149881,91178,1,High
33,Male,25690,762,27047,14,0.424819703,124512,,Medium
25,Non-binary,24992,775,36711,3,0.294161586,264267,2,Low
64,Male,114075,683,33459,7,0.223118607,266721,2,Low
18,Non-binary,,661,31886,5,0.270725819,,4,Low
66,Female,23333,700,8691,1,0.581937727,224931,4,Low
54,Male,27851,704,,0,0.270251436,187105,4,Low
51,Non-binary,101257,605,39027,8,0.103664061,139602,,Low
48,Non-binary,90417,,47837,3,0.161326559,73449,,Medium
61,Non-binary,75304,624,43429,2,0.36522977,154750,0,Low
